id,donor,donor_short,canonical_key,aliases,donor_category,website,ngo_eligible,for_profit_eligible,direct_local_org_eligible,govt_or_ccm_route_required,grant_route,procurement_tender_route,loan_dev_finance_route,subrecipient_partner_possible,open_call_unsolicited,invitation_solicited,two_stage_application,online_portal_submission,active_route_status,funding_scope_geographic,lmic_africa_focus,global_multi_country_scope,priority_program_areas,infectious_diseases_fit,hiv_aids_fit,tb_fit,malaria_fit,immunization_vaccines_fit,mnch_fit,srhr_family_planning_fit,nutrition_fit,ncds_fit,hss_fit,digital_health_data_ai_fit,education_fit,economic_development_fit,climate_environment_fit,agriculture_food_security_fit,governance_equity_rights_fit,local_registration_required,local_board_required,authorized_signatory_signoff_required,govt_endorsement_letter_required,tax_exempt_status_required,sam_uei_registration_required,prior_track_record_required,partnership_mandatory,local_partner_required,prefinance_required,cost_sharing_match_required,audited_financials_required,ethics_irb_approval_required,concept_note_required,full_technical_proposal_required,detailed_budget_required,budget_narrative_required,logframe_results_framework_required,theory_of_change_required,workplan_timeline_required,mande_plan_required,cvs_key_personnel_required,org_capacity_statement_required,letters_of_support_required,partner_mou_required,registration_certificate_required,bank_details_required,due_diligence_questionnaire_required,safeguarding_policy_required,data_management_plan_required,risk_management_plan_required,sustainability_exit_plan_required,gender_inclusion_plan_required,environmental_safeguard_required,procurement_plan_required,org_chart_staffing_required,audit_report_required,references_required,award_low_usd,award_high_usd,total_annual_funding_global,funding_mechanism,verification_level,verification_caveats,evidence_summary,notes,source_urls,updated_at,hq_address,hq_country,main_phone,general_email,contact_persons,contact_emails,contact_phones,donor_linkedin_url,contact_linkedin_urls,other_profile_urls,award_size_basis,online_source_check_status,last_checked,row_type,summary_description,mission,vision,donor_values,strategy_url,total_awards,total_funding_to_date,current_awards,past_awards,projected_budget,funding_cycle,recent_activity,application_process,reporting_requirements,past_projects_json,funded_geographies,projected_budget_period,founded,parent_organization,strategic_priorities,in_scope,out_of_scope,selection_criteria,funding_programs,funding_tiers_json,eligibility_notes,application_deadlines,submission_portal_url,strategic_fit_notes,gaps_risks,recommended_approach,program_area_ratings,funders_collaborators,independent_entity_required,welcome_registration_required,hq_country_required,org_stage_required,max_annual_budget_usd,min_track_record_usd,required_partner_type,required_partner_country,max_request_pct_of_budget,min_cofinancing_secured_pct,donor_type,is_dual_role_implementer,opportunity_listing_urls
,Vodafone Foundation,,vodafone foundation,Vodafone Foundation,International philanthropies & foundations,https://www.vodafone.com/about-vodafone/vodafone-foundation,,,,,,,,,,,,,Unknown,"[""Global""]",,,"[""Digital Health (+AI)"",""Basic Education"",""Emergency Response""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",low,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,"Official homepage captured; detailed eligibility, opportunity route, and contact fields not independently verified in this pass.",Directory-seeded addition from Hub for Good active funders list or explicit dual-role implementer example; do not use for eligibility decisions until official opportunity/policy pages are verified.,https://www.vodafone.com/about-vodafone/vodafone-foundation,2026-06-24T00:00:00+01:00,,United Kingdom,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Education; Health; Humanitarian Aid & Crisis Response; Technology for Development,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Digital Health (+AI)"":4,""Basic Education"":4,""Emergency Response"":4}",,,,,,,,,,,,Private Foundation & Philanthropic Organization,no,
,WaterAid,WaterAid,wateraid,WaterAid; WaterAid International,International philanthropies & foundations,https://www.wateraid.org,yes,yes,Yes — via competitive RFP / invited proposal,,,yes,,,,,,,Active,"[""Sub-Saharan Africa"",""Global""]",,,"[""Food Security & Resilience"",""Digital Health (+AI)"",""Basic Education"",""Hygiene"",""Safe Water"",""Sanitation"",""Nutrition"",""Health Workforce""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants"",""Procurement / contracts"",""Technical assistance""]",medium,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,Official website and opportunity/procurement page identified; eligibility details remain call-specific.,Added from HubForGood/donor-intelligence discovery and confirmed against official website/opportunity page where available.,https://www.wateraid.org; https://www.wateraid.org/tz/work-with-us/procurements; https://www.wateraid.org/ng/get-involved/jobs-and-procurement,2026-06-24T00:00:00+01:00,,United Kingdom,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Education; Food Security & Nutrition; Water Sanitation & Hygiene,,,,,,,,,,Ad hoc / by announcement,,Competitive tender / RFP,Unknown,[],,,,,,,,,,[],,,,,,,"{""Food Security & Resilience"":4,""Digital Health (+AI)"":4,""Basic Education"":4,""Hygiene"":4,""Safe Water"":4,""Sanitation"":4,""Nutrition"":4,""Health Workforce"":4}",,,,,,,,,,,,Implementing Partner & Sub-grantor (NGO),yes,https://www.wateraid.org/tz/work-with-us/procurements|https://www.wateraid.org/ng/get-involved/jobs-and-procurement
,World Vision International,WVI,world vision international,World Vision International; WVI,International philanthropies & foundations,https://www.wvi.org,,,,,,,,,,,,,Unknown,"[""Africa""]",,,"[""Digital Health (+AI)"",""Financial Inclusion"",""Basic Education"",""Emergency Response""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",low,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,"Official homepage captured; detailed eligibility, opportunity route, and contact fields not independently verified in this pass.",Directory-seeded addition from Hub for Good active funders list or explicit dual-role implementer example; do not use for eligibility decisions until official opportunity/policy pages are verified.,https://www.wvi.org,2026-06-24T00:00:00+01:00,,Antigua and Barbuda,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Economic Development & Financial Inclusion; Education; Health; Humanitarian Aid & Crisis Response,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Digital Health (+AI)"":4,""Financial Inclusion"":4,""Basic Education"":4,""Emergency Response"":4}",,,,,,,,,,,,Implementing Partner & Sub-grantor (NGO); Faith-Based Organization,yes,
,United Nations Democracy Fund,UNDEF,united nations democracy fund,United Nations Democracy Fund; UNDEF,Multilaterals & development banks,https://www.un.org/democracyfund,,,,,,,,,,,,,Unknown,"[""Global""]",,,"[""Social Protection"",""Democracy & Civic Participation"",""Human Rights & Justice""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",low,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,"Official homepage captured; detailed eligibility, opportunity route, and contact fields not independently verified in this pass.",Directory-seeded addition from Hub for Good active funders list or explicit dual-role implementer example; do not use for eligibility decisions until official opportunity/policy pages are verified.,https://www.un.org/democracyfund,2026-06-24T00:00:00+01:00,,United Nations,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Social Protection & Human Rights; democracy; civic participation,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Social Protection"":4,""Democracy & Civic Participation"":4,""Human Rights & Justice"":4}",,,,,,,,,,,,Multilateral / UN Fund,no,
,"United Nations Educational, Scientific and Cultural Organization",UNESCO,"united nations educational, scientific and cultural organization","United Nations Educational, Scientific and Cultural Organization; UNESCO",Multilaterals & development banks,https://www.unesco.org,,,,,,,,,,,,,Unknown,"[""Global""]",,,"[""Research"",""Basic Education"",""Youth Empowerment""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",low,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,"Official homepage captured; detailed eligibility, opportunity route, and contact fields not independently verified in this pass.",Directory-seeded addition from Hub for Good active funders list or explicit dual-role implementer example; do not use for eligibility decisions until official opportunity/policy pages are verified.,https://www.unesco.org,2026-06-24T00:00:00+01:00,,United Nations,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Education; culture; science; youth,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Research"":4,""Basic Education"":4,""Youth Empowerment"":4}",,,,,,,,,,,,Multilateral / UN Agency,no,
,FHI 360,FHI 360,fhi 360,FHI 360; Family Health International 360,International philanthropies & foundations,https://www.fhi360.org,yes,yes,Yes — via competitive RFP / invited proposal,,yes,yes,,,,,,,Active,"[""Africa"",""Global"",""LMICs""]",,,"[""Digital Health (+AI)"",""Basic Education"",""Emergency Response"",""HIV/AIDS"",""Tuberculosis"",""Health Workforce"",""SRH"",""Research""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants"",""Procurement / contracts"",""Technical assistance""]",medium,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,Official website and opportunity/procurement page identified; eligibility details remain call-specific.,Added from HubForGood/donor-intelligence discovery and confirmed against official website/opportunity page where available.,https://www.fhi360.org; https://www.fhi360.org/partner-us-business-opportunities/; https://www.fhi360.org/small-businesses-and-vendors/,2026-06-24T00:00:00+01:00,,United States,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Health; education; economic development; humanitarian; HIV; tuberculosis; digital health,,,,,,,,,,Ad hoc / by announcement,,Competitive tender / RFP,Unknown,[],,,,,,,,,,[],,,,,,,"{""Digital Health (+AI)"":4,""Basic Education"":4,""Emergency Response"":4,""HIV/AIDS"":4,""Tuberculosis"":4,""Research"":4,""Health Workforce"":4,""SRH"":4}",,,,,,,,,,,,Implementing Partner & Sub-grantor (NGO),yes,https://www.fhi360.org/partner-us-business-opportunities/
,PATH,PATH,path,PATH; Program for Appropriate Technology in Health,International philanthropies & foundations,https://www.path.org,yes,yes,Yes — via competitive RFP / invited proposal,,yes,yes,,,,,,,Active,"[""Africa"",""Global"",""LMICs""]",,,"[""Diagnostics"",""Digital Health (+AI)"",""Market Shaping"",""Vaccines"",""Malaria & NTDs""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants"",""Procurement / contracts"",""Technical assistance""]",medium,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,Official website and opportunity/procurement page identified; eligibility details remain call-specific.,Added from HubForGood/donor-intelligence discovery and confirmed against official website/opportunity page where available.,https://www.path.org; https://www.path.org/who-we-are/current-request-proposal/,2026-06-24T00:00:00+01:00,,United States,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Health; vaccines; diagnostics; market shaping; digital health; infectious diseases,,,,,,,,,,Ad hoc / by announcement,,Competitive tender / RFP,Unknown,[],,,,,,,,,,[],,,,,,,"{""Diagnostics"":4,""Digital Health (+AI)"":4,""Market Shaping"":4,""Vaccines"":4,""Malaria & NTDs"":4}",,,,,,,,,,,,Implementing Partner & Sub-grantor (NGO),yes,https://www.path.org/who-we-are/current-request-proposal/
,Sightsavers,,sightsavers,Sightsavers,International philanthropies & foundations,https://www.sightsavers.org,,,,,,,,,,,,,Unknown,"[""Africa""]",,,"[""Disability Inclusion"",""Malaria & NTDs""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",low,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,"Official homepage captured; detailed eligibility, opportunity route, and contact fields not independently verified in this pass.",Directory-seeded addition from Hub for Good active funders list or explicit dual-role implementer example; do not use for eligibility decisions until official opportunity/policy pages are verified.,https://www.sightsavers.org,2026-06-24T00:00:00+01:00,,United Kingdom,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Health; disability inclusion; neglected tropical diseases; eye health,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Disability Inclusion"":4,""Malaria & NTDs"":4}",,,,,,,,,,,,Implementing Partner & Sub-grantor (NGO),yes,
,International Rescue Committee,IRC,international rescue committee,International Rescue Committee; IRC,International philanthropies & foundations,https://www.rescue.org,yes,yes,Yes — via competitive RFP / invited proposal,,,yes,,,,,,,Active,"[""Africa"",""Global""]",,,"[""Digital Health (+AI)"",""Migration & Displacement"",""Emergency Response"",""Safe Water"",""Health Workforce""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants"",""Procurement / contracts"",""Technical assistance"",""In-kind / commodities""]",medium,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,Official website and opportunity/procurement page identified; eligibility details remain call-specific.,Added from HubForGood/donor-intelligence discovery and confirmed against official website/opportunity page where available.,https://www.rescue.org; https://www.rescue.org/procurement-policies-and-bid-opportunities,2026-06-24T00:00:00+01:00,,United States,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Humanitarian Aid & Crisis Response; Health; Economic Development; Protection; displacement,,,,,,,,,,Ad hoc / by announcement,,Competitive tender / RFP,Unknown,[],,,,,,,,,,[],,,,,,,"{""Digital Health (+AI)"":4,""Migration & Displacement"":4,""Emergency Response"":4,""Health Workforce"":4,""Safe Water"":4}",,,,,,,,,,,,Implementing Partner & Sub-grantor (NGO),yes,https://www.rescue.org/procurement-policies-and-bid-opportunities
,IDRC,IDRC,idrc,International Development Research Centre; Centre de recherches pour le développement international,Bilaterals / government development agencies,https://idrc-crdi.ca,yes,,Yes — via competitive RFP / invited proposal,,yes,,,,,,,yes,Active,"[""Global South"", ""Africa"", ""LMICs""]",,,"[""Research"",""Digital Health (+AI)"",""Climate Adaptation & Resilience"",""Jobs & Skills""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",medium,,Official website and opportunity/procurement page identified; eligibility details remain call-specific.,Added from HubForGood/donor-intelligence discovery and confirmed against official website/opportunity page where available.,https://idrc-crdi.ca; https://idrc-crdi.ca/en/funding,2026-06-24,,Canada,,,,,,,,,,,2026-06-24,donor_or_funder,,,,,,,,,,,Ad hoc / by announcement,,Online portal submission,Unknown,[],,,,,,,,,,[],,,,,,,"{""Digital Health (+AI)"":4,""Research"":4,""Jobs & Skills"":4,""Climate Adaptation & Resilience"":4}",,,,,,,,,,,,Public Research Funder / Bilateral Development Agency,no,https://idrc-crdi.ca/en/funding
,International Fund for Agricultural Development (IFAD),IFAD,international fund for agricultural development,IFAD; UN IFAD,Multilaterals & development banks,https://www.ifad.org,yes,yes,Yes — via competitive RFP / invited proposal,,yes,yes,yes,yes,no,yes,,,Active,"[""Global / worldwide"",""Africa"",""Sub-Saharan Africa"",""Asia and the Pacific"",""Latin America and the Caribbean"",""Near East and North Africa"",""LMICs""]",yes,yes,"[""Smallholder Productivity"",""Food Security & Resilience"",""Climate-Smart Agriculture"",""Climate Adaptation & Resilience"",""Nutrition"",""Financial Inclusion"",""Livestock & Fisheries"",""Social Protection"",""Gender Equality & GBV""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants"",""Loans / concessional finance"",""Procurement / contracts"",""Technical assistance"",""Co-financing""]",high,"Loans are sovereign (to member-state governments); grants reach CSOs, research/academic institutions, IGOs/UN, producer organisations, foundations and private companies. Specific grant award ranges come from secondary directories, not confirmed on ifad.org. [Unverified]","IFAD official grants page confirms eligible recipients (developing Member States, IGOs/UN agencies, CSOs, research/academic institutions, producer organisations, foundations and private companies) must be legally constituted in an IFAD Member State; regular grants are non-repayable and either country-specific or global/regional. Project loans are allocated via the Performance-Based Allocation System (PBAS) and implemented by national entities under IFAD Project Procurement Guidelines.","Cameroon is an IFAD Member State (West and Central Africa region), so Cameroonian entities are eligible recipients. Grant calls are announced when funding is available.",https://www.ifad.org/en/grants; https://www.ifad.org/en/projects-and-programmes; https://www.ifad.org/en/,2026-06-24T00:00:00+01:00,"Via Paolo di Dono 44, 00142 Rome, Italy",Italy,,,,,,,,,,,2026-06-24,donor_or_funder,"IFAD is a specialised agency of the United Nations and an international financial institution, established in 1977 and headquartered in Rome. It is the only multilateral development organisation focused solely on transforming agriculture, rural economies and food systems in developing countries. IFAD provides low-interest loans (allocated to member-state governments via a performance-based system) and non-repayable grants supporting research, innovation, capacity building and pro-poor rural development. Grant recipients include developing Member States, UN/intergovernmental organisations, CSOs, research and academic institutions, producer organisations, foundations and private companies legally constituted in an IFAD Member State. It works across roughly 90+ countries spanning five regions, with strong Sub-Saharan Africa coverage.","To invest in rural people, enabling them to reduce poverty, increase food security, improve nutrition and strengthen resilience. [paraphrased]","Rural communities that are inclusive, prosperous and resilient, free from poverty and hunger.",,,,,,,,Ad hoc / by announcement,,Competitive tender / RFP,,,,,1977,,Strategic Framework (2016–2025): increase poor rural people’s productive capacities; benefit from market participation; strengthen environmental sustainability and climate resilience. [Period beyond 2025 Unverified],,,,"Regular grants (country-specific and global/regional, non-repayable); loans/concessional finance to member states (PBAS-allocated); Indigenous Peoples Assistance Facility (IPAF); co-financing. Secondary sources indicate small grants <USD 500k and larger grants ~USD 0.5–2M [Unverified against official site].",,"Eligible grant recipients must be legally constituted in an IFAD Member State; categories include developing Member States, IGOs/UN agencies, CSOs, research/academic institutions, producer organisations, foundations and private companies. Loan financing is sovereign (member-state governments are borrowers/beneficiaries). Cameroon is a Member State.",,,,,,"{""Smallholder Productivity"":5,""Food Security & Resilience"":5,""Climate-Smart Agriculture"":4,""Climate Adaptation & Resilience"":4,""Nutrition"":3,""Financial Inclusion"":3,""Livestock & Fisheries"":3,""Social Protection"":3,""Gender Equality & GBV"":2}",,,,,,,,,,,,Multilateral / UN Specialised Agency (International Financial Institution),no,https://www.ifad.org/en/grants | https://www.ifad.org/en/projects-and-programmes
